id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
175,Illinois,1,0,White,72,Graduate degree,0,7,0,0,85,0,85,15,100,75,25,90,100,85,40,25,75,60,75,90,1,1,1,0,Voted for Biden
176,Arizona,0,0,White,63,Bachelor's degree,1,35,0,0,60,0,50,15,85,60,30,70,60,60,50,60,70,50,70,90,0,1,1,0,Voted for Biden
177,Tennessee,1,0,White,64,Bachelor's degree,1,40,0,0,70,15,70,50,70,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
178,Ohio,1,0,White,61,Some college,0,0,0,0,85,0,85,0,100,70,0,100,100,100,30,16,60,60,70,100,0,0,NA,NA,Did not vote
179,Kentucky,0,0,Hispanic,60,High school,0,29,0,0,NA,NA,40,100,40,15,70,50,50,50,100,60,70,70,100,100,0,1,0,1,Voted for Trump
180,Alabama,0,0,White,48,High school,1,40,1,0,15,NA,15,70,15,0,85,50,15,60,40,100,60,30,100,70,0,1,0,1,Voted for Trump
181,New Jersey,1,0,White,69,Graduate degree,1,80,0,0,15,85,30,100,15,15,70,0,30,15,70,85,100,70,100,100,1,1,0,1,Voted for Trump
182,New Jersey,1,0,White,80,Graduate degree,0,0,0,0,0,100,0,100,0,0,100,40,70,80,85,70,100,70,100,50,0,1,0,1,Voted for Trump
183,Texas,1,0,White,77,Some college,1,9,0,0,30,85,30,85,15,15,86,30,15,30,50,85,70,40,85,40,0,1,0,1,Voted for Trump
184,Maryland,1,0,Black,48,Bachelor's degree,1,40,0,1,70,0,85,15,85,60,15,60,70,30,30,40,40,40,60,85,0,1,1,0,Voted for Biden
185,Ohio,1,0,Black,47,Some college,0,40,0,0,85,0,85,40,100,85,60,60,70,70,40,60,70,70,85,85,0,1,1,0,Voted for Biden
186,NA,0,0,White,43,High school,0,35,0,0,85,0,85,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
187,Pennsylvania,1,0,Hispanic,71,High school,1,37,0,0,70,0,50,50,100,85,50,85,85,70,60,70,70,85,85,85,0,1,1,0,Voted for Biden
188,NA,0,0,Hispanic,31,High school,1,50,0,0,50,0,70,0,100,30,0,80,90,90,0,0,20,0,20,100,0,0,NA,NA,Did not vote
189,California,1,0,White,78,Graduate degree,0,0,0,1,100,0,100,0,100,100,0,100,85,100,50,0,70,30,85,100,0,1,1,0,Voted for Biden
190,California,1,0,Black,76,Graduate degree,0,0,0,1,100,0,85,0,100,85,0,85,100,70,NA,30,70,85,60,100,1,1,1,0,Voted for Biden
191,Florida,1,0,White,46,Some college,0,40,0,0,50,10,50,100,60,50,85,50,30,30,85,80,100,90,100,50,0,1,0,1,Voted for Trump
192,NA,1,1,White,31,High school,1,40,0,0,0,75,50,50,80,50,50,60,50,50,40,50,40,40,70,85,0,0,NA,NA,Did not vote
193,Kansas,1,0,Black,29,Some college,1,40,0,0,50,0,70,0,100,NA,NA,50,50,50,50,50,50,50,70,50,0,1,1,0,Voted for Biden
194,California,1,0,Hispanic,69,Some college,1,24,0,0,70,30,80,NA,60,70,40,85,60,85,85,70,70,70,100,85,0,1,1,0,Voted for Biden
195,NA,1,1,White,34,High school,1,40,0,0,60,0,40,50,100,100,0,100,100,50,30,0,50,30,40,100,0,0,NA,NA,Did not vote
196,Texas,0,0,White,23,Some college,1,40,0,0,0,50,50,50,40,15,60,30,50,50,50,15,40,0,100,60,0,1,0,1,Voted for Trump
197,Maryland,0,0,White,61,Graduate degree,1,40,1,0,50,30,60,40,70,60,40,70,100,40,70,40,40,15,100,100,0,1,1,0,Voted for Biden
198,District of Columbia,0,1,White,57,Graduate degree,1,40,0,0,70,0,70,15,85,60,15,60,85,60,50,35,65,30,65,90,0,1,1,0,Voted for Biden
199,Tennessee,1,0,White,33,Graduate degree,1,40,0,0,0,70,0,90,0,0,60,0,0,50,85,85,50,15,100,50,0,1,NA,NA,Voted for third party
200,California,1,0,White,NA,Bachelor's degree,1,4,0,0,60,60,30,60,60,50,50,70,70,0,100,70,100,15,100,85,0,1,0,1,Voted for Trump
201,California,0,0,White,71,Graduate degree,0,8,0,0,85,0,85,5,85,75,10,65,75,60,51,30,40,50,70,85,1,0,NA,NA,Did not vote
202,Florida,0,0,White,50,Bachelor's degree,1,45,1,0,0,100,0,100,0,0,100,50,15,0,50,100,90,50,90,75,1,1,0,1,Voted for Trump
203,Kansas,1,0,White,71,High school,0,0,0,0,30,70,50,60,50,40,60,60,30,60,60,70,65,45,70,70,0,0,NA,NA,Did not vote
204,NA,1,0,White,70,NA,0,0,0,0,85,85,NA,60,60,60,85,40,50,40,50,50,75,50,80,80,0,0,NA,NA,Did not vote
205,NA,0,0,Hispanic,22,High school,1,40,0,0,50,60,50,50,60,40,40,50,50,50,75,50,50,50,50,50,0,0,NA,NA,Did not vote
206,Texas,0,0,Hispanic,24,Some college,1,36,0,0,15,60,NA,40,85,NA,NA,NA,50,50,50,50,50,50,50,50,0,0,NA,NA,Did not vote
207,New Jersey,1,1,Black,40,Some college,0,10,0,0,60,0,40,0,100,60,30,70,85,90,70,40,60,75,75,90,0,0,NA,NA,Did not vote
208,Idaho,0,0,White,49,Bachelor's degree,1,45,0,0,75,0,80,0,90,30,10,60,60,65,60,5,50,50,50,90,1,1,1,0,Voted for Biden
209,California,1,0,White,56,Graduate degree,1,50,0,0,70,30,85,40,85,70,40,50,70,70,40,40,70,70,85,85,0,1,NA,NA,Voted for third party
210,Florida,0,0,Hispanic,59,High school,1,60,0,0,40,85,30,100,60,40,60,50,50,50,79,70,50,30,60,60,0,1,NA,NA,Voted for third party
211,Florida,0,0,White,63,Some college,0,0,0,0,30,100,0,100,0,0,100,50,0,60,85,100,70,NA,100,85,1,1,0,1,Voted for Trump
212,Oregon,0,1,White,73,Graduate degree,0,0,0,0,95,0,95,0,100,75,2,85,100,70,60,15,40,30,70,100,1,1,1,0,Voted for Biden
213,Minnesota,1,0,White,56,Bachelor's degree,1,40,0,0,90,0,85,15,100,85,15,70,80,70,30,30,50,40,75,85,0,1,1,0,Voted for Biden
214,Michigan,0,0,White,41,Bachelor's degree,1,50,1,0,40,60,50,70,50,20,60,40,40,50,100,80,90,20,100,90,0,1,0,1,Voted for Trump
215,California,1,0,White,48,Some college,1,28,0,0,50,60,60,50,70,50,50,60,50,70,50,50,50,50,85,85,0,1,0,1,Voted for Trump
216,Kentucky,1,0,White,80,Less than high school,0,0,0,0,NA,NA,NA,NA,NA,NA,100,7,0,9,5,9,6,6,100,9,0,1,0,1,Voted for Trump
217,NA,1,1,Black,36,Some college,1,40,0,0,30,0,60,0,70,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
218,Texas,1,0,Multiracial,64,Bachelor's degree,1,40,0,0,40,85,15,100,50,40,100,50,15,40,50,60,50,40,100,60,0,1,0,1,Voted for Trump
219,Wisconsin,0,0,White,28,Some college,1,45,0,0,0,15,50,30,0,15,40,40,40,30,0,40,100,40,85,100,0,1,0,1,Voted for Trump
220,NA,0,0,White,21,Some college,0,0,0,0,15,0,100,NA,85,60,40,80,70,50,40,25,0,50,75,100,0,0,NA,NA,Did not vote
221,Illinois,0,0,White,61,Some college,1,40,1,0,40,70,30,60,30,20,60,50,30,15,40,60,70,30,70,60,0,1,0,1,Voted for Trump
222,Pennsylvania,0,0,White,65,Some college,0,0,0,0,85,0,85,15,100,85,0,70,85,85,50,0,40,70,70,100,0,1,1,0,Voted for Biden
223,Missouri,1,0,White,35,Some college,1,40,0,0,30,70,50,80,60,30,85,50,30,50,50,85,50,50,85,85,0,1,0,1,Voted for Trump
224,Indiana,0,0,White,31,Bachelor's degree,1,40,0,0,55,5,50,5,50,40,25,50,50,70,50,50,50,40,40,60,0,1,1,0,Voted for Biden
225,NA,1,0,Multiracial,24,Some college,1,40,0,0,50,30,50,50,100,50,50,100,50,50,50,50,50,50,85,50,0,0,NA,NA,Did not vote
226,NA,1,0,White,37,High school,1,40,0,0,20,15,15,25,50,20,10,100,50,80,70,50,50,50,90,100,0,0,NA,NA,Did not vote
227,Pennsylvania,0,1,White,53,High school,0,40,0,0,0,75,0,50,30,0,50,60,0,50,15,40,15,15,85,60,0,1,0,1,Voted for Trump
228,Oregon,1,0,White,34,Bachelor's degree,0,38,0,0,85,0,85,0,100,70,0,100,85,100,30,0,30,40,0,100,0,1,1,0,Voted for Biden
229,Texas,0,0,Asian,60,Graduate degree,1,40,0,0,85,0,100,0,85,85,0,100,85,100,75,30,70,80,85,100,0,1,1,0,Voted for Biden
230,Virginia,0,0,White,66,Some college,0,40,0,0,85,30,85,30,85,60,30,50,50,60,30,50,50,40,85,85,0,1,1,0,Voted for Biden
231,Florida,0,0,White,70,High school,0,0,0,0,0,100,0,100,0,0,100,0,0,100,70,0,70,0,100,100,1,1,0,1,Voted for Trump
232,Connecticut,1,0,White,51,Graduate degree,1,35,0,0,85,0,85,50,100,70,60,85,85,15,70,60,85,85,85,100,0,1,1,0,Voted for Biden
233,Michigan,1,0,White,44,High school,1,50,0,0,65,0,50,50,90,80,40,60,60,40,70,50,100,30,90,100,0,1,1,0,Voted for Biden
234,Georgia,1,0,Black,60,Graduate degree,1,10,0,0,85,15,50,30,85,70,15,80,80,50,40,70,50,70,70,100,0,1,1,0,Voted for Biden
235,Washington,0,0,Native American,34,Some college,1,24,0,1,0,85,0,80,60,50,50,50,50,0,0,50,70,0,100,100,0,0,NA,NA,Did not vote
236,Virginia,0,0,White,53,Some college,1,45,0,0,15,85,15,85,15,0,85,40,15,40,70,85,70,40,85,60,0,1,0,1,Voted for Trump
237,New York,1,0,White,37,Bachelor's degree,1,40,0,0,85,0,85,0,100,70,15,100,85,60,40,0,60,40,40,100,0,1,1,0,Voted for Biden
238,NA,1,0,White,56,Some college,1,40,0,0,60,0,50,50,85,50,50,15,80,60,60,50,50,55,75,80,0,0,NA,NA,Did not vote
239,Nebraska,1,0,White,46,Some college,1,38,0,0,75,15,75,50,95,75,50,85,75,75,30,40,60,50,50,50,0,0,NA,NA,Did not vote
240,California,1,0,Asian,38,Some college,1,32,0,0,70,0,85,40,100,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
241,New Hampshire,1,0,Multiracial,63,Less than high school,0,0,0,0,100,NA,100,60,70,70,60,70,70,70,70,70,70,60,85,85,1,1,1,0,Voted for Biden
242,Nevada,0,0,White,29,Bachelor's degree,1,60,0,0,72,18,NA,33,94,77,40,85,75,49,28,22,61,50,61,100,0,1,1,0,Voted for Biden
243,New Mexico,0,0,Hispanic,41,High school,1,40,0,0,60,40,50,50,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
244,Maryland,0,0,White,54,Bachelor's degree,1,55,0,0,40,30,0,40,70,15,15,80,0,70,60,90,90,60,100,100,0,1,0,0,Voted for third party
245,California,1,0,White,79,Bachelor's degree,0,0,0,0,0,100,0,100,30,0,70,40,30,50,50,100,85,40,85,40,1,1,0,1,Voted for Trump
246,NA,1,0,White,31,Some college,0,0,0,0,0,85,50,50,50,50,50,70,70,70,70,85,70,70,85,100,0,0,NA,NA,Did not vote
247,Arizona,0,0,White,50,Some college,1,47,1,0,0,100,0,100,0,0,90,0,10,15,10,80,40,15,75,60,1,1,0,1,Voted for Trump
248,New York,1,0,White,64,Bachelor's degree,1,60,0,0,100,0,100,0,100,95,0,100,100,80,40,25,30,75,75,100,0,1,1,0,Voted for Biden
249,Florida,1,0,White,80,NA,0,0,0,0,60,0,85,15,100,85,15,100,85,85,50,40,50,40,50,100,1,1,NA,NA,Voted for third party
250,Wisconsin,0,0,White,60,Graduate degree,1,60,0,0,70,0,50,30,85,85,30,50,60,70,40,60,40,40,85,85,0,1,1,0,Voted for Biden
251,California,1,1,Hispanic,28,Graduate degree,1,40,0,0,70,0,70,0,90,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
252,Florida,1,0,Hispanic,46,High school,0,0,0,0,100,0,100,0,100,85,30,60,70,50,70,60,70,70,40,70,0,1,1,0,Voted for Biden
253,Arizona,1,0,White,66,Graduate degree,0,0,0,0,100,0,100,0,100,100,0,100,100,40,15,15,50,40,15,100,0,1,1,0,Voted for Biden
254,Maryland,0,0,Black,63,Less than high school,1,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
255,California,1,1,White,38,Some college,1,50,0,0,NA,NA,NA,NA,NA,NA,NA,40,50,40,40,50,40,40,40,60,0,1,0,0,Voted for third party
256,Texas,1,0,White,59,Some college,1,45,1,0,0,100,0,85,0,0,60,40,0,50,50,70,60,0,85,85,0,1,0,1,Voted for Trump
257,California,0,0,White,64,Graduate degree,0,0,0,0,40,30,0,50,40,30,40,40,40,30,60,85,70,50,70,70,0,1,0,0,Voted for third party
258,Ohio,0,0,White,72,Graduate degree,0,0,1,0,0,100,0,100,0,0,85,30,15,40,60,100,40,30,85,70,0,1,0,1,Voted for Trump
259,Washington,0,0,White,68,Bachelor's degree,0,0,0,1,85,0,85,0,94,75,0,95,95,95,60,0,40,20,70,100,0,1,1,0,Voted for Biden
260,Florida,1,0,White,28,High school,0,0,0,0,15,70,10,70,70,0,40,70,50,80,50,50,70,30,0,70,0,0,NA,NA,Did not vote
261,Illinois,0,1,White,27,Some college,1,20,0,0,85,0,85,0,100,70,15,100,85,85,30,0,50,50,30,85,0,1,1,0,Voted for Biden
262,Maryland,1,0,White,62,Bachelor's degree,1,40,0,0,85,0,100,0,100,85,0,100,100,85,35,0,35,85,30,100,0,1,1,0,Voted for Biden
263,Texas,0,0,White,70,Graduate degree,0,0,0,0,40,75,15,50,40,15,80,50,30,60,60,70,85,40,85,85,0,1,0,1,Voted for Trump
264,New York,1,0,White,29,Some college,1,35,0,0,75,0,65,0,100,95,25,85,100,50,40,15,60,70,60,100,0,1,1,0,Voted for Biden
265,New York,0,0,Black,62,Less than high school,0,25,0,1,100,0,100,0,100,85,0,50,50,100,85,50,85,70,70,15,1,1,1,0,Voted for Biden
266,Pennsylvania,1,0,White,60,Bachelor's degree,1,40,0,0,50,40,50,50,60,50,50,70,50,50,50,50,50,50,70,85,0,1,0,0,Voted for third party
267,North Carolina,1,0,White,69,Graduate degree,0,0,0,0,0,85,0,85,0,0,70,40,0,30,85,85,85,40,85,70,0,1,0,1,Voted for Trump
268,California,NA,NA,White,58,Graduate degree,1,70,0,0,100,0,100,0,100,100,0,100,70,85,85,0,15,100,85,100,1,1,1,0,Voted for Biden
269,Georgia,1,0,White,47,Some college,1,40,0,0,15,85,0,100,0,15,70,60,0,40,60,85,85,50,100,50,0,1,0,1,Voted for Trump
270,Missouri,1,0,White,53,Bachelor's degree,1,40,0,0,50,70,40,85,30,40,85,40,60,70,60,60,70,40,85,85,0,1,0,1,Voted for Trump
271,Florida,0,0,White,72,Bachelor's degree,0,40,0,0,100,0,100,40,100,85,40,85,60,60,60,60,70,40,85,85,0,1,1,0,Voted for Biden
272,Kentucky,1,0,White,35,Some college,1,30,0,0,84,0,72,12,87,73,27,60,60,60,40,40,70,40,60,60,0,1,1,0,Voted for Biden
273,Michigan,1,0,White,62,Bachelor's degree,1,20,0,0,0,85,0,100,0,0,70,60,15,40,60,85,50,40,85,100,0,1,0,1,Voted for Trump
274,California,1,0,White,73,Some college,0,0,0,0,100,0,100,0,100,85,0,100,70,85,30,0,15,15,85,100,0,1,NA,NA,Voted for third party
275,NA,0,0,White,28,Some college,1,45,0,0,0,100,0,50,50,0,100,50,0,50,0,100,50,30,100,70,0,0,NA,NA,Did not vote
276,Pennsylvania,1,0,White,57,Bachelor's degree,1,30,0,0,40,85,50,70,50,40,85,50,40,30,100,80,100,60,100,100,0,1,0,1,Voted for Trump
277,South Carolina,0,0,White,29,Graduate degree,1,42,0,0,60,60,15,0,70,0,0,60,60,100,60,60,100,30,100,100,0,0,NA,NA,Did not vote
278,Indiana,0,0,White,39,Some college,0,40,0,0,20,75,5,50,49,50,50,25,25,75,33,75,75,25,90,90,0,1,0,1,Voted for Trump
279,Washington,1,0,Multiracial,55,Graduate degree,0,0,0,0,100,0,100,15,100,100,15,70,80,60,70,40,60,70,35,80,0,1,1,0,Voted for Biden
280,Ohio,1,0,White,42,High school,1,35,0,0,70,0,60,40,70,60,40,70,70,100,30,50,50,60,60,85,0,1,0,0,Voted for third party
281,Pennsylvania,1,0,White,67,Some college,0,0,1,0,50,85,0,100,0,0,100,15,0,50,50,100,85,60,100,85,0,1,0,1,Voted for Trump
282,California,0,0,White,58,Bachelor's degree,1,60,0,0,15,85,0,100,50,0,70,50,15,50,50,85,60,70,98,70,0,1,0,1,Voted for Trump
283,Kansas,0,0,White,67,Bachelor's degree,1,40,0,0,15,85,15,100,15,15,60,40,0,40,40,85,85,40,100,85,0,1,0,1,Voted for Trump
284,Indiana,1,0,White,58,Graduate degree,0,16,0,0,0,100,0,100,0,0,100,40,0,0,70,100,85,70,100,85,0,1,0,1,Voted for Trump
285,Illinois,0,0,White,25,Bachelor's degree,1,40,0,0,90,0,80,0,85,75,0,80,80,60,30,10,75,40,30,100,0,1,1,0,Voted for Biden
286,New Mexico,1,0,Black,73,Graduate degree,1,10,0,0,60,15,50,30,60,40,15,86,70,60,30,40,40,30,40,40,0,1,1,0,Voted for Biden
287,Texas,1,0,Black,30,Graduate degree,1,60,0,0,15,0,15,0,100,15,0,100,50,100,50,0,70,60,50,100,0,1,1,0,Voted for Biden
288,Alabama,0,0,White,38,Some college,1,50,0,0,15,100,0,100,0,0,100,40,15,50,50,95,75,60,100,90,0,1,0,1,Voted for Trump
289,Texas,1,0,White,64,Some college,0,0,0,0,NA,NA,0,NA,NA,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
290,Texas,1,0,White,40,Bachelor's degree,1,45,0,0,70,0,85,20,85,70,20,70,85,60,40,40,60,70,70,85,0,1,1,0,Voted for Biden
291,Georgia,1,0,White,NA,Bachelor's degree,1,40,0,0,30,60,50,70,50,30,60,70,60,60,60,60,85,40,85,70,0,1,0,1,Voted for Trump
292,Texas,0,0,White,51,Graduate degree,1,55,0,0,0,50,0,50,NA,1,51,35,5,50,20,65,25,25,25,80,0,1,0,1,Voted for Trump
293,Washington,0,0,White,61,Some college,1,40,0,0,50,50,50,50,50,50,50,0,0,50,NA,NA,NA,NA,85,60,0,1,1,0,Voted for Biden
294,Florida,0,0,Black,59,Some college,0,24,0,0,70,0,85,15,85,70,30,85,85,100,40,15,70,60,70,100,0,1,1,0,Voted for Biden
295,Wisconsin,1,0,Hispanic,58,Bachelor's degree,1,40,0,0,90,0,100,10,100,100,0,100,90,100,40,90,100,80,100,100,0,1,1,0,Voted for Biden
296,Indiana,0,0,Native American,53,High school,1,60,0,0,30,68,50,50,10,50,60,50,50,65,80,50,50,50,50,70,0,0,NA,NA,Did not vote
297,Michigan,1,0,White,75,Some college,0,0,0,0,100,0,100,50,100,100,30,100,70,70,70,70,60,60,100,100,0,1,1,0,Voted for Biden
298,Michigan,1,0,White,37,Bachelor's degree,1,40,0,0,70,15,85,60,100,60,40,50,70,50,50,40,50,70,85,50,0,1,1,0,Voted for Biden
299,North Carolina,0,0,White,77,Bachelor's degree,0,5,0,0,85,70,70,70,85,60,60,60,30,40,85,85,70,70,70,30,0,1,0,1,Voted for Trump
300,NA,1,0,White,NA,Less than high school,1,28,0,0,50,50,NA,NA,70,50,50,50,50,50,50,50,50,50,50,50,0,NA,NA,NA,Did not vote
301,Connecticut,1,0,White,68,Some college,1,15,1,0,0,85,0,100,0,0,85,50,0,70,15,100,100,20,100,50,1,1,0,1,Voted for Trump
302,Pennsylvania,0,0,White,66,Bachelor's degree,0,15,0,0,50,85,50,70,70,70,85,50,50,40,40,50,70,40,40,85,0,1,0,1,Voted for Trump
303,Michigan,1,0,Black,43,Some college,0,32,0,0,60,30,50,50,60,60,50,40,50,100,50,50,50,50,100,100,0,0,NA,NA,Did not vote
304,New Jersey,0,0,White,72,Some college,0,0,0,0,60,50,50,60,70,50,60,85,50,80,65,50,85,65,70,95,0,1,0,1,Voted for Trump
305,New Jersey,1,0,White,50,Graduate degree,1,15,0,0,15,40,15,50,50,0,30,60,30,50,60,70,70,15,100,100,0,1,0,1,Voted for Trump
306,Vermont,1,0,White,58,Graduate degree,0,0,0,0,60,0,75,0,75,60,0,50,50,70,5,30,30,80,50,95,0,1,1,0,Voted for Biden
307,Kentucky,0,0,White,28,Graduate degree,1,40,0,0,40,15,0,0,85,40,15,70,85,85,0,50,0,0,30,85,0,0,NA,NA,Did not vote
308,Michigan,1,0,White,59,Some college,1,40,0,0,70,30,70,50,85,85,50,60,60,50,50,50,70,60,75,85,0,1,1,0,Voted for Biden
309,Wisconsin,1,0,White,72,High school,0,0,1,0,0,100,0,100,0,0,85,40,15,40,50,100,60,50,85,70,0,1,0,1,Voted for Trump
310,Florida,1,0,White,29,Bachelor's degree,0,0,0,0,65,0,50,30,100,70,40,100,90,50,50,35,50,50,75,100,0,1,1,0,Voted for Biden
311,Illinois,0,1,Hispanic,60,Bachelor's degree,1,40,0,0,85,0,85,0,85,70,0,50,50,50,50,0,30,70,100,100,0,1,1,0,Voted for Biden
312,Ohio,0,0,White,66,Some college,1,24,0,0,60,0,40,30,100,50,15,60,40,80,50,50,75,30,75,NA,0,1,1,0,Voted for Biden
313,Wisconsin,0,0,White,56,Bachelor's degree,1,40,0,0,60,0,70,30,50,60,15,60,60,85,40,0,15,30,30,70,0,1,1,0,Voted for Biden
314,Maryland,0,0,Multiracial,40,Graduate degree,1,50,0,0,15,85,0,70,0,0,60,30,50,15,50,50,50,15,85,50,0,1,0,1,Voted for Trump
315,Florida,1,0,White,45,Bachelor's degree,1,34,0,0,40,90,30,80,40,45,85,75,65,80,85,90,80,60,100,80,0,1,0,1,Voted for Trump
316,California,1,0,White,51,Bachelor's degree,0,0,0,0,50,60,15,50,60,15,40,50,40,30,30,60,85,0,85,70,0,1,0,1,Voted for Trump
317,Washington,1,0,White,68,Bachelor's degree,0,10,0,0,85,0,60,0,100,70,0,60,70,70,15,50,60,40,70,100,0,1,1,0,Voted for Biden
318,New Jersey,0,0,White,22,Bachelor's degree,1,20,0,0,35,70,20,50,80,40,60,60,40,80,75,80,80,40,90,90,0,1,NA,NA,Voted for third party
319,Arizona,1,0,White,40,Bachelor's degree,1,8,0,0,0,85,0,85,0,30,85,80,30,50,60,80,80,70,70,90,0,1,0,1,Voted for Trump
320,Kansas,1,0,White,63,Some college,1,40,0,0,70,0,85,15,100,70,40,60,50,75,50,50,60,30,85,85,1,1,1,0,Voted for Biden
321,Maryland,1,0,White,59,Graduate degree,0,0,0,0,70,0,70,15,100,70,30,100,100,85,15,30,40,15,60,100,1,1,1,0,Voted for Biden
322,Maryland,1,0,Hispanic,53,High school,1,24,0,0,97,3,70,NA,100,100,1,50,NA,NA,NA,NA,NA,50,5,80,0,1,1,0,Voted for Biden
323,Oregon,0,0,White,80,High school,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,50,50,85,85,70,70,60,100,100,0,1,1,0,Voted for Biden
324,Nebraska,1,0,White,67,Some college,1,40,0,0,0,85,0,85,0,0,85,60,15,60,40,100,85,30,100,70,1,1,0,1,Voted for Trump
325,Pennsylvania,0,0,White,35,Bachelor's degree,1,50,0,0,50,85,50,85,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
326,Washington,0,0,White,69,Some college,0,0,0,0,60,0,85,0,85,70,0,85,100,100,0,0,60,0,60,100,0,1,1,0,Voted for Biden
327,Arizona,1,0,White,80,Bachelor's degree,0,0,0,1,100,0,100,50,100,70,15,50,50,50,60,50,85,40,85,85,0,1,1,0,Voted for Biden
328,Indiana,0,0,White,62,Some college,1,60,0,0,15,80,0,100,0,15,100,50,0,50,100,100,100,50,100,100,1,1,NA,NA,Voted for third party
329,NA,1,0,White,38,High school,1,40,0,0,0,70,50,50,40,0,75,0,15,50,70,60,50,50,85,50,0,0,NA,NA,Did not vote
330,Michigan,1,0,White,71,Some college,0,0,0,0,15,50,30,60,30,0,60,0,0,30,50,40,50,0,100,50,0,1,0,1,Voted for Trump
331,Georgia,0,0,White,80,Some college,0,0,0,0,30,70,30,85,15,15,70,40,30,30,60,85,85,40,85,70,1,1,0,1,Voted for Trump
332,New York,1,0,White,61,Bachelor's degree,0,0,0,0,70,0,70,0,70,60,0,50,60,40,50,0,85,40,40,100,0,1,1,0,Voted for Biden
333,Texas,0,0,White,65,Bachelor's degree,1,40,0,0,0,100,0,85,0,0,85,30,0,30,60,85,85,30,85,85,1,1,0,1,Voted for Trump
334,Illinois,0,0,White,30,Some college,0,20,0,0,30,15,30,0,40,50,50,30,50,50,50,50,50,50,10,100,0,0,NA,NA,Did not vote
335,North Carolina,1,0,Multiracial,38,Graduate degree,0,5,0,0,50,60,40,60,50,50,50,80,79,85,50,65,62,72,50,30,0,1,0,0,Voted for third party
336,Connecticut,1,0,White,80,Less than high school,0,0,0,0,40,60,30,50,85,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
337,Pennsylvania,0,0,White,80,Bachelor's degree,0,0,0,0,85,0,85,0,100,85,15,75,75,85,60,50,75,60,70,100,1,1,1,0,Voted for Biden
338,North Carolina,1,0,White,NA,Some college,0,0,0,0,0,85,0,100,0,0,85,40,15,70,70,70,70,0,90,85,0,1,NA,NA,Voted for third party
339,New York,1,0,White,65,Some college,0,0,0,0,30,50,40,40,30,0,30,30,40,50,60,50,50,40,70,70,0,1,0,1,Voted for Trump
340,New Hampshire,0,0,White,48,Bachelor's degree,0,40,0,0,70,0,50,0,100,40,0,50,50,85,40,40,50,40,85,85,0,1,1,0,Voted for Biden
341,Indiana,1,0,White,38,Graduate degree,1,40,0,0,60,0,65,0,85,70,30,95,85,75,5,5,40,50,49,100,0,1,1,0,Voted for Biden
342,New York,0,0,White,NA,Graduate degree,1,45,0,0,50,15,50,15,50,50,30,40,40,40,70,60,70,30,100,100,0,1,1,0,Voted for Biden
343,Minnesota,1,0,White,67,Graduate degree,0,0,0,0,85,15,85,40,85,85,40,100,70,85,75,70,80,70,90,100,0,1,1,0,Voted for Biden
344,Tennessee,1,0,Black,80,Some college,0,0,0,0,100,0,100,0,100,70,0,50,50,50,50,50,50,50,50,50,1,1,1,0,Voted for Biden
345,Oregon,1,0,White,33,Some college,1,70,0,0,60,0,80,0,80,30,30,50,100,40,50,100,50,40,85,85,0,0,NA,NA,Did not vote
346,Indiana,1,0,White,76,High school,0,0,0,0,0,100,0,100,0,0,70,60,0,50,70,85,70,60,100,85,0,1,0,1,Voted for Trump
347,Michigan,1,0,Black,43,Some college,0,36,0,0,70,0,100,50,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
348,Massachusetts,1,0,Black,32,Graduate degree,1,37,0,0,60,0,55,50,90,65,15,100,85,100,50,50,50,50,70,100,0,1,1,0,Voted for Biden
349,NA,1,0,White,41,Some college,1,40,0,0,10,95,0,90,10,0,80,50,0,50,50,85,50,40,70,75,1,0,NA,NA,Did not vote
350,New York,0,0,White,80,High school,0,0,1,0,0,85,0,100,0,0,85,30,30,40,60,85,70,0,100,70,0,1,0,1,Voted for Trump
